case_id,decline_code_bucket,decline_code,retry_attempt_number,hours_since_last_attempt,customer_tenure_days,ltv_tier,historical_ptp_honor_rate,time_of_day_bucket,day_of_week,issuer_bank_risk_tier,payment_rail,amount,amount_vs_historical_avg,is_peak_execution_window,prior_retry_success_count,guardrail_flags,outcome
case_0048,AMBIGUOUS,05_do_not_honor,1,64.52,181,high,0.2790600007805793,evening,mon,high_risk,emandate,615.39,1.1846423851719436,False,0,,0
case_0049,CLEAR_SOFT,51_insufficient_funds,5,37.27,880,medium,0.4759007842878068,night,sat,low_risk,emandate,1562.01,0.7424159708583943,True,4,,0
case_0050,CLEAR_SOFT,51_insufficient_funds,4,33.48,715,low,0.8298492112595931,early_morning,sat,medium_risk,card,1095.37,1.170611678838809,False,2,,1
case_0051,CLEAR_HARD,stolen_card,1,4.47,825,low,0.35044481843523767,afternoon,sat,medium_risk,emandate,468.67,1.1208072863659173,False,0,hard_decline,1
case_0052,CLEAR_SOFT,insufficient_funds,2,32.37,1601,medium,0.36743255544689674,afternoon,sun,medium_risk,upi_autopay,1179.34,1.069955777934349,False,1,,1
case_0053,CLEAR_SOFT,insufficient_funds,2,6.6,1195,medium,0.3054585091217514,evening,tue,medium_risk,card,1131.51,0.9229112903977981,False,0,,1
case_0054,AMBIGUOUS,generic_decline,1,68.61,1098,medium,0.6470460702203324,evening,thu,high_risk,upi_autopay,1981.64,0.9175742358444519,False,0,,1
case_0055,CLEAR_SOFT,51_insufficient_funds,2,24.06,431,high,0.5790009985096748,afternoon,mon,low_risk,card,2652.37,1.0535239269779997,False,0,,1
case_0056,CLEAR_HARD,invalid_account,2,61.96,300,low,0.5748981932385533,early_morning,wed,high_risk,card,634.14,1.1158435900310797,False,1,hard_decline,0
case_0057,AMBIGUOUS,generic_decline,1,19.49,1586,low,0.21384337162247366,night,wed,medium_risk,card,739.79,1.3487437253918504,False,0,,0
case_0058,AMBIGUOUS,05_do_not_honor,1,3.7,1193,medium,0.13286965087874192,evening,sat,low_risk,card,949.31,1.0263963212099267,True,0,,0
case_0059,CLEAR_SOFT,insufficient_funds,2,0.04,781,low,0.42318864264289885,night,tue,medium_risk,card,726.68,1.2957287817733045,False,1,,1
case_0060,CLEAR_SOFT,51_insufficient_funds,3,33.46,632,low,0.4375248320104901,early_morning,sat,low_risk,upi_autopay,1953.92,1.0319078066159242,False,2,,1
case_0061,AMBIGUOUS,05_do_not_honor,5,15.9,1177,medium,0.07846722293258519,morning,thu,medium_risk,emandate,349.02,0.9243937598279235,False,0,,1
case_0062,AMBIGUOUS,05_do_not_honor,2,37.58,579,medium,0.861931435602322,evening,tue,high_risk,card,2749.21,1.2088196637970552,True,0,,1
case_0063,CLEAR_HARD,stolen_card,1,7.14,365,low,0.6033149533390908,morning,thu,low_risk,upi_autopay,1866.94,0.8831051231545343,False,0,hard_decline,0
case_0064,CLEAR_SOFT,51_insufficient_funds,1,8.78,1533,high,0.7642427811599861,morning,thu,medium_risk,card,1540.27,0.822960001737832,False,0,,0
case_0065,CLEAR_SOFT,insufficient_funds,5,42.1,239,low,0.8602055949920692,night,thu,medium_risk,card,856.38,0.5937284653386973,False,2,,0
case_0066,CLEAR_SOFT,51_insufficient_funds,2,39.92,588,low,0.6204389118396423,evening,thu,medium_risk,card,1023.21,0.8491715114630145,False,0,,1
case_0067,CLEAR_SOFT,expired_card_soft,5,41.69,0,medium,0.32868046876692114,evening,tue,low_risk,card,1274.45,0.7070311717274009,False,2,,1
case_0069,CLEAR_SOFT,51_insufficient_funds,2,60.32,520,high,0.7688237324826901,evening,fri,low_risk,card,429.35,1.098702720010617,False,1,,1
case_0070,CLEAR_SOFT,insufficient_funds,1,68.21,735,high,0.20689499929692753,morning,mon,low_risk,card,799.49,0.8883648768024375,True,0,,0
case_0072,AMBIGUOUS,generic_decline,1,59.76,1762,high,0.4020145920778159,afternoon,tue,medium_risk,emandate,199.0,0.9219309665585124,False,0,,1
case_0074,CLEAR_SOFT,51_insufficient_funds,2,45.07,357,medium,0.12299441984521108,night,wed,high_risk,emandate,1115.23,0.9417398038399108,False,0,,0
case_0075,CLEAR_SOFT,insufficient_funds,2,16.46,1310,high,0.6932456217832531,night,thu,high_risk,upi_autopay,518.85,1.21335364330554,True,1,peak_window_risk,1
case_0076,CLEAR_SOFT,expired_card_soft,2,33.77,1605,low,0.6645657225430492,afternoon,tue,medium_risk,card,3200.91,1.1267583016588103,False,1,,0
case_0077,CLEAR_SOFT,51_insufficient_funds,2,53.03,806,medium,0.5196775491759649,evening,tue,low_risk,upi_autopay,457.47,0.9993435614554051,False,0,,1
case_0078,AMBIGUOUS,05_do_not_honor,3,25.75,866,low,0.4943677515029097,afternoon,wed,medium_risk,upi_autopay,550.02,1.0975609916615903,False,1,,1
case_0079,CLEAR_SOFT,insufficient_funds,1,28.23,433,low,0.3865139336366572,night,tue,medium_risk,card,714.14,1.2728868381941199,False,0,,1
case_0080,AMBIGUOUS,issuer_unavailable,2,56.98,847,low,0.07666418096599417,evening,sat,low_risk,emandate,616.68,1.0804616592635203,False,1,,0
case_0081,AMBIGUOUS,05_do_not_honor,1,43.65,1663,medium,0.8643352821456219,night,sat,medium_risk,card,752.18,0.8782823562309999,False,0,,1
case_0082,CLEAR_SOFT,51_insufficient_funds,4,58.64,413,high,0.8417607120870746,afternoon,fri,low_risk,card,458.45,0.7237455330306722,False,3,,0
case_0083,AMBIGUOUS,05_do_not_honor,1,58.32,158,medium,0.10141553400482033,evening,sun,medium_risk,card,707.87,1.1057805405078132,False,0,,0
case_0084,AMBIGUOUS,generic_decline,1,7.04,821,low,0.6724239309639707,evening,tue,low_risk,upi_autopay,1068.97,0.9833881389206333,False,0,,0
case_0086,CLEAR_HARD,lost_card,2,53.62,1440,low,0.19970831370334932,night,sat,high_risk,emandate,2353.67,1.0987038341436386,False,1,hard_decline,0
case_0087,CLEAR_SOFT,51_insufficient_funds,3,66.09,1755,medium,0.34127945490568135,evening,wed,high_risk,emandate,1189.25,1.0876335775206087,False,0,,1
case_0088,CLEAR_HARD,stolen_card,3,51.26,1032,low,0.5852364099054909,evening,sun,medium_risk,card,999.1,0.669377338402863,False,0,hard_decline,0
case_0089,CLEAR_HARD,stolen_card,3,1.96,1717,medium,0.024069737242681834,morning,tue,high_risk,card,773.89,0.5313875271509632,True,0,hard_decline,0
case_0090,AMBIGUOUS,05_do_not_honor,4,15.25,141,low,0.7461244761404474,night,mon,medium_risk,card,1038.44,0.9824980914162238,False,3,,1
case_0091,CLEAR_SOFT,insufficient_funds,1,57.35,463,low,0.4608099748747592,night,sat,low_risk,card,1873.78,0.7986604588374848,False,0,,0
case_0094,CLEAR_HARD,stolen_card,1,67.76,300,low,0.4311210564142874,evening,sun,medium_risk,upi_autopay,1951.67,0.47168888989643715,False,0,hard_decline;anomalous_amount,0
case_0095,CLEAR_SOFT,expired_card_soft,1,71.3,944,high,0.5338830078609873,afternoon,sun,high_risk,upi_autopay,648.29,0.9875435939574623,False,0,,1
case_0096,CLEAR_SOFT,51_insufficient_funds,2,45.84,757,low,0.22223359134301415,afternoon,mon,medium_risk,upi_autopay,560.6,0.9484678852906437,False,0,,1
case_0097,CLEAR_HARD,stolen_card,1,41.88,54,low,0.4323094865711541,evening,sun,low_risk,card,967.37,1.130736360834903,False,0,hard_decline,0
case_0098,CLEAR_SOFT,51_insufficient_funds,2,68.63,900,medium,0.5956400304259329,morning,mon,low_risk,upi_autopay,1286.96,0.7759986104199379,False,0,,1
case_0099,CLEAR_SOFT,insufficient_funds,2,3.06,379,medium,0.5353182722276015,evening,thu,high_risk,upi_autopay,546.46,1.0144875386842702,False,0,,1
case_0100,AMBIGUOUS,05_do_not_honor,5,61.18,1059,medium,0.9144932120470649,early_morning,sat,low_risk,upi_autopay,1060.97,0.70851727368753,False,0,npci_retry_cap_reached,1
case_0101,CLEAR_SOFT,expired_card_soft,1,52.86,411,low,0.4093847129838652,morning,mon,high_risk,card,873.23,0.5657635933846898,False,0,,0
case_0102,CLEAR_SOFT,insufficient_funds,2,24.12,1525,high,0.7064377618741833,evening,fri,low_risk,upi_autopay,951.77,0.8626893867987694,False,0,,1
case_0103,CLEAR_SOFT,51_insufficient_funds,2,20.13,83,low,0.6036840617984994,morning,wed,medium_risk,card,1117.25,0.9052473502146938,True,1,,1
case_0105,CLEAR_SOFT,insufficient_funds,2,34.55,1770,low,0.6736450106329374,evening,thu,high_risk,upi_autopay,1185.55,0.9179705511956197,False,0,,0
case_0106,AMBIGUOUS,issuer_unavailable,1,13.43,536,low,0.4648764811207179,morning,thu,low_risk,upi_autopay,3462.92,0.7630858876242252,False,0,,0
case_0107,CLEAR_HARD,lost_card,1,2.81,907,low,0.6515845030391404,morning,wed,high_risk,emandate,3082.25,1.0790141329963692,False,0,hard_decline,0
case_0108,CLEAR_SOFT,expired_card_soft,2,19.05,50,low,0.5666830968011497,evening,wed,low_risk,card,633.29,1.1089509930915904,False,0,,0
case_0109,AMBIGUOUS,05_do_not_honor,5,38.29,573,medium,0.4848350756476917,evening,wed,high_risk,emandate,370.6,1.3524013648588147,True,1,,1
case_0110,CLEAR_SOFT,51_insufficient_funds,3,61.69,179,medium,0.5475555184087734,evening,mon,low_risk,upi_autopay,1247.7,1.1977160417654489,False,2,,1
case_0111,CLEAR_SOFT,insufficient_funds,1,25.34,1024,high,0.5786421902784661,early_morning,mon,medium_risk,upi_autopay,1822.17,1.1331566059519231,False,0,,1
case_0112,AMBIGUOUS,generic_decline,1,4.24,1090,low,0.3745402105200095,morning,sun,low_risk,upi_autopay,1338.79,0.8557944217031577,False,0,,1
case_0114,CLEAR_HARD,stolen_card,1,68.39,1347,low,0.2947491109271082,afternoon,wed,low_risk,upi_autopay,1216.59,0.5825961040923427,False,0,hard_decline,0
case_0115,CLEAR_SOFT,51_insufficient_funds,1,27.28,1073,medium,0.32257129825945635,afternoon,sun,low_risk,upi_autopay,3187.5,0.810083359961549,False,0,,0
case_0116,CLEAR_HARD,restricted_card,3,44.1,1346,high,0.44535046628047725,afternoon,wed,low_risk,emandate,506.67,1.3020484892934683,True,1,hard_decline,0
case_0117,AMBIGUOUS,issuer_unavailable,1,50.99,1113,low,0.5524585030247346,night,sun,medium_risk,card,1644.33,0.5278104935701224,False,0,,1
case_0118,CLEAR_HARD,invalid_account,2,71.64,143,low,0.4408646912165772,night,fri,low_risk,upi_autopay,570.05,1.1843001054901119,False,1,hard_decline,0
case_0119,AMBIGUOUS,05_do_not_honor,1,35.86,1044,high,0.5301609827147368,afternoon,thu,low_risk,card,1433.68,1.311260809309515,False,0,,0
case_0120,CLEAR_HARD,invalid_account,1,6.4,35,high,0.30620589926240094,afternoon,tue,medium_risk,emandate,1296.66,1.3039295865254037,False,0,hard_decline,0
case_0122,CLEAR_SOFT,insufficient_funds,3,53.86,151,medium,0.0517076252787911,morning,tue,low_risk,emandate,1719.3,1.1744190021977197,False,1,,0
case_0125,CLEAR_SOFT,51_insufficient_funds,2,3.53,718,medium,0.34222429721026226,evening,mon,low_risk,card,886.47,0.4513312401875568,True,0,anomalous_amount,1
case_0126,CLEAR_SOFT,51_insufficient_funds,3,42.58,618,high,0.05059596480565778,afternoon,wed,low_risk,upi_autopay,775.8,1.0873986818457884,True,0,peak_window_risk,0
case_0127,CLEAR_SOFT,51_insufficient_funds,3,57.79,174,high,0.5880717675980347,night,thu,low_risk,card,1792.93,1.5539925761971112,False,2,anomalous_amount,0
case_0129,CLEAR_SOFT,insufficient_funds,2,65.77,1610,medium,0.09532669389799586,early_morning,sun,medium_risk,emandate,1073.31,0.9722184047622128,False,1,,0
case_0130,CLEAR_SOFT,51_insufficient_funds,1,27.02,1735,low,0.07410026236901071,morning,tue,medium_risk,card,1528.2,1.1051944095062485,True,0,,1
case_0132,CLEAR_SOFT,insufficient_funds,3,0.28,817,low,0.6410515187168024,night,sun,low_risk,card,652.49,0.6738984782419777,False,0,,0
case_0134,AMBIGUOUS,05_do_not_honor,4,67.09,1031,medium,0.06592904853541634,night,sat,medium_risk,emandate,1378.52,0.7723293780817054,False,3,,0
case_0135,AMBIGUOUS,generic_decline,1,41.39,1568,high,0.661681486883009,early_morning,wed,medium_risk,upi_autopay,417.84,0.8808997393185343,False,0,,1
case_0137,CLEAR_SOFT,insufficient_funds,3,57.64,1539,medium,0.2515645396437723,afternoon,thu,high_risk,upi_autopay,1060.6,1.0581815032462107,False,0,,0
case_0138,AMBIGUOUS,generic_decline,1,49.59,957,high,0.3154471867986562,early_morning,thu,high_risk,card,581.47,0.6468103165864107,False,0,,1
case_0139,CLEAR_HARD,lost_card,5,36.88,1438,medium,0.5081689900159051,evening,thu,low_risk,card,739.93,1.2238326707308018,False,4,hard_decline,0
case_0140,CLEAR_SOFT,51_insufficient_funds,1,41.42,174,low,0.6043843929478722,evening,thu,low_risk,upi_autopay,2373.46,0.5158773209401234,True,0,peak_window_risk,0
case_0141,AMBIGUOUS,05_do_not_honor,3,48.54,951,high,0.5076870578591315,early_morning,fri,medium_risk,emandate,199.0,1.060829108174811,False,0,,0
case_0142,AMBIGUOUS,05_do_not_honor,1,18.7,258,low,0.8598768897286319,early_morning,fri,high_risk,upi_autopay,990.56,1.3418547171150583,False,0,,0
case_0143,AMBIGUOUS,05_do_not_honor,4,25.44,1219,high,0.5768623519179552,afternoon,fri,medium_risk,upi_autopay,2054.18,0.8882908584715946,False,1,npci_retry_cap_reached,0
case_0144,CLEAR_HARD,lost_card,1,20.34,1056,high,0.3779513916190831,night,sat,low_risk,card,792.19,0.7562429516550868,False,0,hard_decline,0
case_0145,CLEAR_SOFT,51_insufficient_funds,2,46.31,1163,low,0.5455547890741721,evening,tue,medium_risk,upi_autopay,2078.88,1.0893725793160804,False,1,,0
case_0146,CLEAR_SOFT,51_insufficient_funds,3,67.65,1206,medium,0.4191102404324839,morning,wed,low_risk,card,1853.01,0.7412035112453945,True,1,,1
case_0148,CLEAR_SOFT,51_insufficient_funds,5,71.04,173,low,0.31313251489498656,early_morning,wed,low_risk,upi_autopay,991.56,1.2701539295155098,False,4,npci_retry_cap_reached,0
case_0149,CLEAR_HARD,lost_card,3,48.49,818,low,0.7153999198145468,evening,mon,medium_risk,card,1603.14,0.9806283295925847,False,1,hard_decline,0
case_0151,CLEAR_SOFT,expired_card_soft,3,37.29,611,low,0.6381967740066389,night,thu,low_risk,card,783.47,0.7416309765182655,False,0,,1
case_0152,CLEAR_SOFT,expired_card_soft,4,47.08,1306,high,0.058450731271532164,evening,sat,low_risk,upi_autopay,711.09,0.9856960464347367,False,0,npci_retry_cap_reached,0
case_0153,AMBIGUOUS,05_do_not_honor,1,34.05,1168,high,0.7742757584462179,early_morning,mon,medium_risk,upi_autopay,698.94,1.4246432618303877,False,0,,0
case_0154,CLEAR_SOFT,51_insufficient_funds,4,20.06,1293,low,0.6473628668799318,early_morning,thu,low_risk,upi_autopay,1174.13,1.1381078497129806,False,2,npci_retry_cap_reached,0
case_0155,AMBIGUOUS,05_do_not_honor,1,70.95,1301,low,0.6772259730370304,morning,thu,medium_risk,card,489.44,0.8212109072456661,False,0,,1
case_0157,CLEAR_SOFT,expired_card_soft,1,52.1,1560,low,0.17500135126564284,morning,fri,medium_risk,emandate,1177.56,1.1888587663908425,False,0,,1
case_0160,CLEAR_HARD,invalid_account,5,7.08,95,medium,0.8525321851096632,morning,fri,high_risk,card,660.37,1.199377662679808,False,0,hard_decline,0
case_0161,CLEAR_HARD,stolen_card,4,43.09,652,low,0.3743729108314983,evening,sun,high_risk,card,1202.85,1.2751781690390975,False,0,hard_decline,0
case_0162,CLEAR_SOFT,expired_card_soft,1,48.38,1288,medium,0.24032314158946957,early_morning,fri,low_risk,upi_autopay,504.67,0.8329017117367435,True,0,peak_window_risk,1
case_0163,CLEAR_HARD,stolen_card,4,14.04,35,medium,0.44453057686592323,night,thu,medium_risk,card,1404.92,0.8587335276909573,False,3,hard_decline,0
case_0167,CLEAR_SOFT,51_insufficient_funds,1,68.51,268,medium,0.5677826295525243,afternoon,wed,low_risk,card,1418.53,0.9485587028897124,False,0,,1
case_0168,CLEAR_SOFT,51_insufficient_funds,1,30.32,177,low,0.09684959796562963,afternoon,wed,low_risk,upi_autopay,362.68,1.026519109264408,False,0,,0
case_0169,CLEAR_SOFT,insufficient_funds,5,4.46,68,low,0.5676920467919392,evening,thu,medium_risk,upi_autopay,2139.22,0.8253846030589165,True,0,npci_retry_cap_reached;peak_window_risk,0
case_0171,AMBIGUOUS,05_do_not_honor,1,48.38,1448,medium,0.8900601220868521,morning,tue,low_risk,card,862.79,1.4220269990789627,False,0,,1
case_0172,CLEAR_SOFT,51_insufficient_funds,1,22.66,579,medium,0.4641674906787102,afternoon,mon,medium_risk,upi_autopay,841.49,1.0608516622200435,False,0,,1
case_0173,AMBIGUOUS,issuer_unavailable,1,40.09,349,medium,0.45168033344113995,early_morning,tue,low_risk,emandate,733.63,1.2884550000091948,True,0,,1
case_0174,CLEAR_HARD,invalid_account,2,37.69,1633,high,0.4465415271006028,night,sun,medium_risk,card,945.68,1.0534102422245777,False,0,hard_decline,0
case_0175,AMBIGUOUS,generic_decline,1,24.64,1190,low,0.6009995748711471,evening,thu,medium_risk,emandate,216.53,0.8370576224843375,False,0,,0
case_0176,CLEAR_SOFT,insufficient_funds,1,13.53,53,high,0.3892590963813228,early_morning,fri,medium_risk,upi_autopay,1091.2,0.8974460481451675,False,0,,1
case_0178,AMBIGUOUS,05_do_not_honor,4,31.83,1246,medium,0.7005160478551101,afternoon,fri,medium_risk,emandate,1070.41,0.4159372229629402,True,1,anomalous_amount,1
case_0179,AMBIGUOUS,05_do_not_honor,3,61.5,763,low,0.6938096852875926,evening,fri,low_risk,upi_autopay,3382.2,1.0940988316177773,False,1,,1
case_0180,AMBIGUOUS,05_do_not_honor,2,55.11,966,low,0.5776108376334067,night,wed,low_risk,card,793.95,0.9126283533457735,False,1,,0
case_0181,CLEAR_HARD,lost_card,3,11.12,543,medium,0.7993936361736761,night,sun,low_risk,card,351.57,1.3594567272260847,False,0,hard_decline,0
case_0184,AMBIGUOUS,issuer_unavailable,1,62.6,1594,medium,0.5641864135628453,evening,mon,low_risk,card,423.54,0.8759100559783457,False,0,,1
case_0185,CLEAR_SOFT,51_insufficient_funds,2,50.01,663,low,0.25315561000835124,afternoon,fri,medium_risk,emandate,999.82,1.075680088719329,False,0,,0
case_0186,AMBIGUOUS,05_do_not_honor,2,4.45,1454,high,0.36004214197539064,early_morning,thu,medium_risk,card,516.13,1.0316915643904037,False,0,,0
case_0188,CLEAR_HARD,restricted_card,1,63.24,606,low,0.47551103017467083,early_morning,tue,low_risk,card,4678.27,0.7672134028859677,False,0,hard_decline,0
case_0190,AMBIGUOUS,generic_decline,3,61.36,1507,high,0.686032602312139,evening,tue,medium_risk,emandate,1264.46,0.6260745372908559,False,1,,1
case_0192,CLEAR_SOFT,insufficient_funds,1,54.09,810,low,0.4592692610669375,morning,wed,low_risk,upi_autopay,1582.09,0.8528573601968921,False,0,,0
case_0193,CLEAR_HARD,invalid_account,2,49.01,1478,medium,0.6975329099374264,early_morning,thu,high_risk,emandate,720.86,0.9104545824071876,False,1,hard_decline,0
case_0194,CLEAR_SOFT,insufficient_funds,1,23.38,39,medium,0.38499084628012953,early_morning,mon,low_risk,upi_autopay,654.32,1.1914595535599288,False,0,,1
case_0195,CLEAR_HARD,restricted_card,2,40.88,268,low,0.5806904558241104,night,sat,medium_risk,emandate,1144.36,0.8774338467655056,False,0,hard_decline,0
case_0196,CLEAR_SOFT,51_insufficient_funds,1,34.27,1112,medium,0.4273899378400723,afternoon,thu,medium_risk,emandate,956.76,0.8807789852364412,False,0,,1
case_0198,CLEAR_HARD,lost_card,1,26.69,386,low,0.2282746421574078,afternoon,sat,medium_risk,upi_autopay,875.79,1.0850272277169992,False,0,hard_decline,0
case_0199,CLEAR_SOFT,expired_card_soft,5,18.34,245,medium,0.9771602610572157,afternoon,sun,low_risk,upi_autopay,1287.59,0.9065864103420915,False,0,npci_retry_cap_reached,0
case_0200,CLEAR_SOFT,expired_card_soft,2,39.39,1471,medium,0.7252326526020004,night,thu,medium_risk,upi_autopay,1262.91,0.7040763238476746,False,0,,0
case_0201,CLEAR_SOFT,expired_card_soft,2,10.0,1635,medium,0.17765993921807383,night,wed,low_risk,upi_autopay,1844.23,0.8511597580836384,False,1,,0
case_0202,CLEAR_HARD,stolen_card,1,6.56,1570,medium,0.4570154795251443,morning,sun,high_risk,emandate,2976.61,1.097452363954677,True,0,hard_decline,0
case_0203,CLEAR_HARD,stolen_card,1,35.85,267,low,0.31131124078897376,evening,tue,low_risk,card,1134.2,0.7634805630771979,True,0,hard_decline,0
case_0204,CLEAR_SOFT,insufficient_funds,2,5.17,372,high,0.43694048450204453,evening,mon,low_risk,card,421.19,0.7174451091065643,False,1,,0
case_0205,CLEAR_SOFT,insufficient_funds,2,10.98,281,low,0.6467357219977022,night,fri,low_risk,card,1761.72,0.6155012344367544,False,0,,0
case_0207,AMBIGUOUS,05_do_not_honor,2,19.09,630,high,0.8291728569914871,early_morning,tue,high_risk,card,949.86,0.7733483525020768,False,0,,0
case_0208,CLEAR_SOFT,51_insufficient_funds,2,20.25,1241,low,0.4334697543262347,night,wed,medium_risk,card,482.68,0.7915977125090234,False,0,,1
